Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,2019-01-03,Banglore,New Delhi,BLR → COK → DEL,2025-04-26 22:00:00,2025-03-02 23:20:00,25h 20m,1 stop,Change airports,14305
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 16:55:00,2025-04-26 23:25:00,6h 30m,1 stop,In-flight meal not included,11134
Air India,2019-09-06,Kolkata,Banglore,CCU → DEL → AMD → BLR,2025-04-26 07:00:00,2025-06-10 05:25:00,22h 25m,2 stops,No info,12534
Air Asia,2019-09-06,Delhi,Cochin,DEL → BLR → COK,2025-04-26 07:55:00,2025-04-26 13:25:00,5h 30m,1 stop,No info,8759
Air India,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,2025-04-26 13:15:00,2025-03-10 09:25:00,20h 10m,2 stops,No info,11622
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,2025-04-26 17:15:00,2025-04-26 19:50:00,2h 35m,non-stop,No info,4174
Air Asia,2019-03-18,Kolkata,Banglore,CCU → BLR,2025-04-26 19:35:00,2025-04-26 22:05:00,2h 30m,non-stop,No info,4384
Air India,2019-03-24,Kolkata,Banglore,CCU → BBI → IXR → DEL → BLR,2025-04-26 12:00:00,2025-03-25 23:15:00,35h 15m,3 stops,No info,14221
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 08:25:00,2025-05-10 04:40:00,20h 15m,1 stop,No info,13941
Air India,2019-03-24,Delhi,Cochin,DEL → BOM → COK,2025-04-26 04:00:00,2025-03-25 07:40:00,27h 40m,1 stop,No info,8635
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2025-04-26 16:00:00,2025-05-22 01:30:00,9h 30m,1 stop,No info,14067
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 11:40:00,2025-04-26 21:00:00,9h 20m,1 stop,No info,7005
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 17:00:00,2025-05-02 19:10:00,26h 10m,1 stop,No info,11467
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 20:25:00,2025-06-10 22:05:00,25h 40m,1 stop,No info,12692
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 11:25:00,2025-04-26 19:00:00,7h 35m,1 stop,No info,10877
Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,2025-04-26 16:45:00,2025-03-22 07:10:00,14h 25m,1 stop,No info,6151
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 18:55:00,2025-06-10 12:00:00,17h 5m,1 stop,In-flight meal not included,10844
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 18:00:00,2025-03-07 01:35:00,7h 35m,1 stop,No info,16863
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,2025-04-26 07:10:00,2025-04-26 16:10:00,9h,1 stop,No info,6513
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 20:25:00,2025-06-10 23:35:00,27h 10m,1 stop,No info,12692
Air India,2019-05-21,Kolkata,Banglore,CCU → GAU → DEL → BLR,2025-04-26 09:50:00,2025-05-22 08:55:00,23h 5m,2 stops,No info,14960
Air Asia,2019-03-03,Banglore,New Delhi,BLR → DEL,2025-04-26 23:25:00,2025-03-07 02:10:00,2h 45m,non-stop,No info,6477
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,2025-04-26 08:20:00,2025-04-26 11:20:00,3h,non-stop,In-flight meal not included,5769
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 09:15:00,2025-04-26 21:00:00,11h 45m,1 stop,No info,6838
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 02:15:00,2025-06-07 04:25:00,26h 10m,1 stop,In-flight meal not included,10262
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 09:35:00,2025-04-26 21:05:00,11h 30m,1 stop,No info,14151
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,2025-04-26 18:55:00,2025-04-26 22:00:00,3h 5m,non-stop,In-flight meal not included,4030
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2025-04-26 18:15:00,2025-05-28 01:30:00,7h 15m,1 stop,No info,13377
Air India,2019-03-06,Delhi,Cochin,DEL → HYD → MAA → COK,2025-04-26 13:15:00,2025-06-04 09:25:00,20h 10m,2 stops,No info,10467
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 15:05:00,2025-03-10 01:35:00,10h 30m,1 stop,In-flight meal not included,14086
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,2025-04-26 16:55:00,2025-04-26 19:55:00,3h,non-stop,No info,4823
Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 20:30:00,2025-03-25 08:55:00,12h 25m,1 stop,No info,12173
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,2025-04-26 08:00:00,2025-04-26 15:15:00,7h 15m,1 stop,No info,12284
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,2025-04-26 09:45:00,2025-04-26 16:10:00,6h 25m,1 stop,No info,9646
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2025-04-26 11:30:00,2025-04-26 19:00:00,7h 30m,1 stop,In-flight meal not included,12373
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,2025-04-26 19:30:00,2025-06-25 12:35:00,17h 5m,2 stops,No info,13014
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → AMD → BLR,2025-04-26 10:00:00,2025-04-02 05:25:00,19h 25m,2 stops,No info,12639
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,2025-04-26 21:50:00,2025-06-16 12:35:00,14h 45m,1 stop,In-flight meal not included,10262
Air India,2019-09-05,Delhi,Cochin,DEL → CCU → BOM → COK,2025-04-26 14:25:00,2025-05-10 19:15:00,28h 50m,2 stops,No info,13591
Jet Airways,2019-01-06,Delhi,Cochin,DEL → ATQ → BOM → COK,2025-04-26 20:00:00,2025-06-02 04:25:00,8h 25m,2 stops,No info,16263
Multiple carriers,2019-01-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 00:20:00,2025-04-26 13:20:00,13h,1 stop,No info,29528
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,2025-04-26 13:00:00,2025-04-26 15:50:00,2h 50m,non-stop,No info,3943
Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → BLR,2025-04-26 09:10:00,2025-04-26 13:15:00,4h 5m,1 stop,No info,8996
SpiceJet,2019-09-06,Chennai,Kolkata,MAA → CCU,2025-04-26 09:45:00,2025-04-26 12:00:00,2h 15m,non-stop,No info,3597
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 21:10:00,2025-06-07 09:20:00,12h 10m,1 stop,In-flight meal not included,10844
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 06:50:00,2025-04-26 19:15:00,12h 25m,1 stop,In-flight meal not included,14817
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 06:00:00,2025-04-26 21:00:00,15h,1 stop,No info,13677
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,2025-04-26 07:10:00,2025-04-26 10:05:00,2h 55m,non-stop,No info,6144
SpiceJet,2019-05-15,Kolkata,Banglore,CCU → PNQ → BLR,2025-04-26 08:35:00,2025-04-26 17:15:00,8h 40m,1 stop,No info,6381
Air India,2019-06-06,Delhi,Cochin,DEL → JDH → BOM → COK,2025-04-26 12:55:00,2025-06-07 19:15:00,30h 20m,2 stops,No info,12646
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 08:00:00,2025-03-04 04:25:00,20h 25m,1 stop,No info,17024
Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 07:10:00,2025-04-26 23:25:00,16h 15m,1 stop,No info,9345
IndiGo,2019-06-06,Delhi,Cochin,DEL → HYD → COK,2025-04-26 05:05:00,2025-04-26 16:10:00,11h 5m,1 stop,No info,6818
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,2025-04-26 06:55:00,2025-04-26 09:30:00,2h 35m,non-stop,No info,3873
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,2025-04-26 09:45:00,2025-05-22 00:55:00,15h 10m,1 stop,No info,9486
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → IDR → BOM → COK,2025-04-26 15:05:00,2025-05-19 01:30:00,10h 25m,2 stops,No info,16840
Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → AMD → BLR,2025-04-26 09:25:00,2025-05-25 05:25:00,20h,2 stops,No info,14897
Air India,2019-12-06,Kolkata,Banglore,CCU → BLR,2025-04-26 20:45:00,2025-04-26 23:20:00,2h 35m,non-stop,No info,4145
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,2025-04-26 15:15:00,2025-04-26 18:10:00,2h 55m,non-stop,In-flight meal not included,5198
Air India,2019-03-06,Delhi,Cochin,DEL → CCU → BOM → COK,2025-04-26 16:55:00,2025-06-04 19:15:00,26h 20m,2 stops,No info,13381
Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,2025-04-26 06:45:00,2025-06-28 12:35:00,29h 50m,2 stops,In-flight meal not included,10919
SpiceJet,2019-03-15,Chennai,Kolkata,MAA → CCU,2025-04-26 08:20:00,2025-04-26 10:35:00,2h 15m,non-stop,No info,6300
Air India,2019-03-24,Kolkata,Banglore,CCU → HYD → BLR,2025-04-26 19:00:00,2025-03-25 11:05:00,16h 5m,1 stop,No info,5567
Air India,2019-01-05,Banglore,Delhi,BLR → DEL,2025-04-26 06:10:00,2025-04-26 08:55:00,2h 45m,non-stop,No info,6121
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 22:50:00,2025-06-02 12:35:00,13h 45m,1 stop,No info,14714
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2025-04-26 11:25:00,2025-04-26 21:00:00,9h 35m,1 stop,No info,7191
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 19:45:00,2025-03-25 19:40:00,23h 55m,1 stop,In-flight meal not included,10031
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 17:10:00,2025-03-07 01:35:00,8h 25m,1 stop,No info,14871
SpiceJet,2019-05-21,Delhi,Cochin,DEL → BLR → COK,2025-04-26 17:55:00,2025-04-26 22:50:00,4h 55m,1 stop,No info,5975
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → HYD → COK,2025-04-26 07:10:00,2025-04-26 22:20:00,15h 10m,1 stop,In-flight meal not included,5999
SpiceJet,2019-05-18,Chennai,Kolkata,MAA → CCU,2025-04-26 17:45:00,2025-04-26 20:05:00,2h 20m,non-stop,No info,3597
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2025-04-26 10:45:00,2025-04-26 21:00:00,10h 15m,1 stop,No info,6838
Jet Airways,2019-06-27,Mumbai,Hyderabad,BOM → HYD,2025-04-26 02:55:00,2025-04-26 04:20:00,1h 25m,non-stop,No info,5678
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,2025-04-26 07:10:00,2025-04-26 08:35:00,1h 25m,non-stop,No info,8040
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 08:25:00,2025-05-13 08:15:00,23h 50m,1 stop,No info,13941
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 22:50:00,2025-06-04 12:35:00,13h 45m,1 stop,No info,14714
IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,2025-04-26 05:10:00,2025-04-26 10:05:00,4h 55m,1 stop,No info,6842
Air Asia,2019-05-15,Delhi,Cochin,DEL → BLR → COK,2025-04-26 20:45:00,2025-05-16 07:10:00,10h 25m,1 stop,No info,6853
Air India,2019-05-27,Mumbai,Hyderabad,BOM → HYD,2025-04-26 19:30:00,2025-04-26 20:45:00,1h 15m,non-stop,No info,3100
Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2025-04-26 05:25:00,2025-03-28 19:45:00,38h 20m,2 stops,No info,11664
Air India,2019-06-18,Banglore,Delhi,BLR → DEL,2025-04-26 10:00:00,2025-04-26 12:45:00,2h 45m,non-stop,No info,6961
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → NAG → DEL,2025-04-26 06:45:00,2025-03-16 10:35:00,27h 50m,2 stops,No info,12305
Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2025-04-26 05:25:00,2025-03-28 19:45:00,38h 20m,2 stops,In-flight meal not included,9254
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,2025-04-26 14:55:00,2025-04-26 17:25:00,2h 30m,non-stop,No check-in baggage included,3841
IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,2025-04-26 07:55:00,2025-04-26 10:15:00,2h 20m,non-stop,No info,7295
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2025-04-26 11:30:00,2025-06-25 01:30:00,14h,1 stop,No info,13377
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,2025-04-26 19:35:00,2025-04-26 21:05:00,1h 30m,non-stop,No info,5678
Air India,2019-05-24,Delhi,Cochin,DEL → BOM → COK,2025-04-26 23:00:00,2025-05-25 19:15:00,20h 15m,1 stop,No info,8582
GoAir,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 14:25:00,2025-04-26 19:35:00,5h 10m,1 stop,No info,9069
Air India,2019-06-06,Banglore,Delhi,BLR → DEL,2025-04-26 06:10:00,2025-04-26 08:55:00,2h 45m,non-stop,No info,6961
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2025-04-26 18:35:00,2025-05-19 01:30:00,6h 55m,1 stop,No info,7503
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 21:10:00,2025-05-22 10:05:00,12h 55m,1 stop,In-flight meal not included,8586
Air Asia,2019-04-18,Banglore,Delhi,BLR → DEL,2025-04-26 04:55:00,2025-04-26 07:45:00,2h 50m,non-stop,No info,4282
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BDQ → BOM → COK,2025-04-26 18:25:00,2025-06-16 04:25:00,10h,2 stops,No info,14237
IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,2025-04-26 18:55:00,2025-04-26 21:50:00,2h 55m,non-stop,No info,4823
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2025-04-26 13:00:00,2025-04-26 19:15:00,6h 15m,1 stop,No info,15898
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 08:25:00,2025-04-26 19:50:00,11h 25m,1 stop,In-flight meal not included,10844
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,2025-04-26 05:45:00,2025-04-26 12:25:00,6h 40m,1 stop,No info,12284
SpiceJet,2019-06-05,Chennai,Kolkata,MAA → CCU,2025-04-26 17:45:00,2025-04-26 20:05:00,2h 20m,non-stop,No info,3597
Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,2025-04-26 07:05:00,2025-04-26 08:30:00,1h 25m,non-stop,No info,5678
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 09:55:00,2025-04-26 18:45:00,8h 50m,1 stop,No info,16092
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 10:00:00,2025-04-26 23:15:00,13h 15m,1 stop,No info,10203
IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,2025-04-26 15:15:00,2025-04-26 17:45:00,2h 30m,non-stop,No info,4174
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2025-04-26 19:45:00,2025-05-22 12:35:00,16h 50m,1 stop,In-flight meal not included,12898
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2025-04-26 17:30:00,2025-05-28 19:00:00,25h 30m,1 stop,In-flight meal not included,12898
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 04:00:00,2025-04-26 12:55:00,8h 55m,1 stop,No info,16259
SpiceJet,2019-09-06,Banglore,Delhi,BLR → DEL,2025-04-26 09:30:00,2025-04-26 12:20:00,2h 50m,non-stop,No info,4423
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,2025-04-26 17:45:00,2025-04-26 20:45:00,3h,non-stop,No info,7229
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2025-04-26 07:30:00,2025-04-26 21:00:00,13h 30m,1 stop,No info,7191
Air India,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 10:00:00,2025-04-26 23:15:00,13h 15m,1 stop,No info,10203
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,2025-04-26 17:10:00,2025-04-26 19:40:00,2h 30m,non-stop,No check-in baggage included,3841
Jet Airways,2019-03-06,Mumbai,Hyderabad,BOM → HYD,2025-04-26 02:55:00,2025-04-26 04:20:00,1h 25m,non-stop,In-flight meal not included,4050
Air India,2019-09-03,Banglore,New Delhi,BLR → CCU → DEL,2025-04-26 11:05:00,2025-04-26 22:45:00,11h 40m,1 stop,No info,10657
IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 04:55:00,2025-04-26 21:00:00,16h 5m,1 stop,No info,6093
SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,2025-04-26 06:55:00,2025-04-26 09:35:00,2h 40m,non-stop,No check-in baggage included,3815
SpiceJet,2019-12-06,Kolkata,Banglore,CCU → BLR,2025-04-26 22:20:00,2025-06-13 00:40:00,2h 20m,non-stop,No check-in baggage included,3841
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 16:30:00,2025-06-13 04:40:00,12h 10m,1 stop,No info,12471
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 06:30:00,2025-04-26 18:15:00,11h 45m,1 stop,In-flight meal not included,9899
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2025-04-26 09:55:00,2025-04-26 18:50:00,8h 55m,1 stop,In-flight meal not included,5963
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 20:00:00,2025-04-02 22:35:00,26h 35m,1 stop,No info,12681
Jet Airways,2019-12-05,Mumbai,Hyderabad,BOM → HYD,2025-04-26 07:05:00,2025-04-26 08:30:00,1h 25m,non-stop,In-flight meal not included,4050
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 08:25:00,2025-05-10 09:20:00,24h 55m,1 stop,In-flight meal not included,9663
Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,2025-04-26 14:00:00,2025-03-07 16:50:00,26h 50m,1 stop,No info,19595
Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 07:10:00,2025-06-13 10:45:00,27h 35m,1 stop,No info,8452
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 20:25:00,2025-06-10 18:00:00,21h 35m,1 stop,No info,13401
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 13:00:00,2025-04-26 19:00:00,6h,1 stop,In-flight meal not included,10262
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → KNU → BLR,2025-04-26 11:35:00,2025-04-26 18:50:00,7h 15m,1 stop,No info,9923
SpiceJet,2019-03-05,Mumbai,Hyderabad,BOM → HYD,2025-04-26 13:15:00,2025-04-26 14:45:00,1h 30m,non-stop,No info,2017
Jet Airways,2019-12-06,Delhi,Cochin,DEL → BHO → BOM → COK,2025-04-26 05:30:00,2025-04-26 12:35:00,7h 5m,2 stops,In-flight meal not included,13344
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 06:30:00,2025-04-26 19:50:00,13h 20m,1 stop,No info,13941
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 17:00:00,2025-05-02 14:25:00,21h 25m,1 stop,In-flight meal not included,9314
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2025-04-26 08:45:00,2025-04-26 21:00:00,12h 15m,1 stop,No info,7670
Air India,2019-12-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,2025-04-26 12:00:00,2025-04-26 21:50:00,9h 50m,2 stops,No info,10676
IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,2025-04-26 15:30:00,2025-04-26 18:05:00,2h 35m,non-stop,No info,4804
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,2025-04-26 22:05:00,2025-06-04 00:25:00,2h 20m,non-stop,No info,5277
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 12:50:00,2025-06-10 01:30:00,12h 40m,1 stop,No info,6795
Air India,2019-03-15,Chennai,Kolkata,MAA → CCU,2025-04-26 11:40:00,2025-04-26 13:55:00,2h 15m,non-stop,No info,7082
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,2025-04-26 15:30:00,2025-04-26 18:05:00,2h 35m,non-stop,No info,4804
IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 06:40:00,2025-04-26 21:00:00,14h 20m,1 stop,No info,6093
Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,2025-04-26 10:20:00,2025-04-26 11:50:00,1h 30m,non-stop,In-flight meal not included,4160
Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → COK → BLR,2025-04-26 09:25:00,2025-05-19 13:45:00,28h 20m,2 stops,No info,13222
IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,2025-04-26 16:55:00,2025-04-26 19:55:00,3h,non-stop,No info,4823
Air India,2019-06-03,Mumbai,Hyderabad,BOM → MAA → HYD,2025-04-26 05:55:00,2025-04-26 22:00:00,16h 5m,1 stop,No info,10366
Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,2025-04-26 19:00:00,2025-05-02 11:05:00,16h 5m,1 stop,No info,6117
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 11:30:00,2025-04-26 21:00:00,9h 30m,1 stop,No info,13587
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,2025-04-26 15:15:00,2025-04-26 18:10:00,2h 55m,non-stop,No info,7229
Air India,2019-03-05,Banglore,Delhi,BLR → DEL,2025-04-26 13:20:00,2025-04-26 16:10:00,2h 50m,non-stop,No info,6121
GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,2025-04-26 11:40:00,2025-04-26 14:30:00,2h 50m,non-stop,No info,3898
SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,2025-04-26 08:45:00,2025-04-26 13:15:00,4h 30m,1 stop,No check-in baggage included,4760
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,2025-04-26 16:55:00,2025-03-02 10:25:00,17h 30m,1 stop,1 Long layover,25735
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,2025-04-26 19:10:00,2025-06-28 12:35:00,17h 25m,2 stops,No info,12819
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,2025-04-26 08:55:00,2025-04-26 16:10:00,7h 15m,1 stop,No info,26890
IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,2025-04-26 06:50:00,2025-04-26 16:10:00,9h 20m,1 stop,No info,6442
SpiceJet,2019-06-06,Chennai,Kolkata,MAA → CCU,2025-04-26 09:45:00,2025-04-26 12:00:00,2h 15m,non-stop,No check-in baggage included,3543
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 19:45:00,2025-03-25 20:40:00,24h 55m,1 stop,No info,13759
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 20:00:00,2025-06-10 16:20:00,20h 20m,1 stop,In-flight meal not included,10844
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 08:00:00,2025-04-26 21:00:00,13h,1 stop,No info,13797
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 20:00:00,2025-05-25 10:05:00,14h 5m,1 stop,In-flight meal not included,8586
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,2025-04-26 06:30:00,2025-04-26 18:15:00,11h 45m,1 stop,No info,14571
Air India,2019-03-15,Banglore,New Delhi,BLR → COK → DEL,2025-04-26 06:55:00,2025-04-26 23:20:00,16h 25m,1 stop,No info,6987
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BBI → BLR,2025-04-26 11:55:00,2025-04-26 16:25:00,4h 30m,1 stop,No info,9806
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2025-04-26 19:00:00,2025-03-22 19:15:00,24h 15m,1 stop,No info,6587
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,2025-04-26 13:25:00,2025-06-28 12:35:00,23h 10m,2 stops,In-flight meal not included,11150
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 20:20:00,2025-03-25 22:10:00,25h 50m,1 stop,No info,11105
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2025-04-26 08:45:00,2025-04-26 21:00:00,12h 15m,1 stop,No info,7740
IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,2025-04-26 07:35:00,2025-04-26 12:10:00,4h 35m,1 stop,No info,5073
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → COK,2025-04-26 13:05:00,2025-04-26 22:20:00,9h 15m,1 stop,No info,14153
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,2025-04-26 17:00:00,2025-05-25 20:20:00,27h 20m,1 stop,No info,9870
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,2025-04-26 04:45:00,2025-04-26 11:30:00,6h 45m,1 stop,No info,14871
Air India,2019-04-18,Kolkata,Banglore,CCU → BLR,2025-04-26 14:15:00,2025-04-26 16:45:00,2h 30m,non-stop,No info,5510
IndiGo,2019-09-06,Mumbai,Hyderabad,BOM → HYD,2025-04-26 12:00:00,2025-04-26 13:30:00,1h 30m,non-stop,No info,2754
Air India,2019-09-05,Delhi,Cochin,DEL → UDR → BOM → COK,2025-04-26 13:20:00,2025-05-10 07:40:00,18h 20m,2 stops,No info,13538
Vistara,2019-05-27,Banglore,Delhi,BLR → DEL,2025-04-26 21:00:00,2025-04-26 23:50:00,2h 50m,non-stop,No info,4668
Air India,2019-09-05,Kolkata,Banglore,CCU → GAU → BLR,2025-04-26 09:50:00,2025-04-26 21:05:00,11h 15m,1 stop,No info,7452
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,2025-04-26 11:35:00,2025-04-26 21:00:00,9h 25m,3 stops,No info,15629
